"","SubID","trial_num","pUP","stock_outcome","Advisor","Advice","AdvisorCorrect","choice","outcome","rt","tally"
"95",2,35,0.434479308520862,1,3,-1,0,1,1,1977,35
"96",2,36,0.416459525086382,1,2,1,1,1,1,2560,36
"97",2,37,0.348543236806457,NA,1,NA,NA,NA,NA,NA,37
"98",2,38,0.285739573786177,NA,3,NA,NA,NA,NA,NA,38
"99",2,39,0.323705784229023,NA,1,NA,NA,NA,NA,NA,39
"100",2,40,0.363326517459274,NA,3,NA,NA,NA,NA,NA,40
"101",2,41,0.399977289673005,-1,3,-1,1,1,-1,1871,39
"102",2,42,0.340122236961087,NA,1,NA,NA,NA,NA,NA,40
"103",2,43,0.244489596961458,NA,2,NA,NA,NA,NA,NA,39
"104",2,44,0.180545729780179,NA,1,NA,NA,NA,NA,NA,40
"105",2,45,0.211866145128497,NA,3,NA,NA,NA,NA,NA,41
"106",2,46,0.270044101668398,1,2,-1,0,1,1,2001,42
"107",2,47,0.195998754615827,-1,3,-1,1,1,-1,1929,41
"108",2,48,0.203855258129696,-1,2,-1,1,1,-1,1984,40
"109",2,49,0.166347458991501,1,1,1,1,1,1,1776,41
"110",2,50,0.224399720187328,NA,2,NA,NA,NA,NA,NA,40
"111",2,51,0.262809989711047,1,3,-1,0,1,1,1793,41
"112",2,52,0.316800998821728,-1,1,1,0,1,-1,2072,40
"113",2,53,0.417110036161363,1,3,-1,0,1,1,1776,41
"114",2,54,0.398071779725277,1,1,1,1,1,1,1809,42
"115",2,55,0.501004118843792,NA,2,NA,NA,NA,NA,NA,43
"116",2,56,0.554048013815593,1,1,1,1,1,1,1800,44
"117",2,57,0.449704168747439,NA,3,NA,NA,NA,NA,NA,45
"118",2,58,0.387336396449304,-1,2,1,0,1,-1,1944,44
"119",2,59,0.321602326976496,NA,3,NA,NA,NA,NA,NA,45
"120",2,60,0.303092816978576,-1,2,1,0,1,-1,1849,44
"121",3,1,0.521049928525463,-1,2,1,0,1,-1,3070,16
"122",3,2,0.602418801028713,NA,3,NA,NA,NA,NA,NA,15
"123",3,3,0.585814551184661,1,1,1,1,1,1,3227,16
"124",3,4,0.522658551481833,NA,3,NA,NA,NA,NA,NA,15
"125",3,5,0.35528296905579,-1,2,1,0,1,-1,2524,14
"126",3,6,0.321996633828148,NA,1,NA,NA,NA,NA,NA,15
"127",3,7,0.262556680384207,NA,2,NA,NA,NA,NA,NA,16
"128",3,8,0.223430513050907,-1,1,1,0,1,-1,1786,15
"129",3,9,0.137670484265998,NA,3,NA,NA,NA,NA,NA,16
"130",3,10,0.286727714397521,-1,1,1,0,1,-1,2070,15
"131",3,11,0.338614792542282,1,2,-1,0,1,1,2314,16
"132",3,12,0.31642369246367,NA,3,NA,NA,NA,NA,NA,17
"133",3,13,0.252000983315094,-1,2,1,0,1,-1,1590,16
"134",3,14,0.229587207013817,NA,3,NA,NA,NA,NA,NA,15
"135",3,15,0.319966633758528,NA,1,NA,NA,NA,NA,NA,14
"136",3,16,0.271841666456992,NA,3,NA,NA,NA,NA,NA,13
"137",3,17,0.320623048766741,-1,2,1,0,1,-1,1607,12
"138",3,18,0.30690412662478,NA,1,NA,NA,NA,NA,NA,13
"139",3,19,0.420382828335762,NA,2,NA,NA,NA,NA,NA,14
"140",3,20,0.312085128262148,1,1,1,1,1,1,1582,15
"141",3,21,0.406202306060664,NA,1,NA,NA,NA,NA,NA,16
"142",3,22,0.472945334804616,NA,2,NA,NA,NA,NA,NA,17
"143",3,23,0.485581595665822,-1,3,1,0,1,-1,1696,16
"144",3,24,0.53075938882031,NA,2,NA,NA,NA,NA,NA,17
"145",3,25,0.468737911517301,NA,1,NA,NA,NA,NA,NA,18
"146",3,26,0.490969394333022,1,3,-1,0,1,1,1663,19
"147",3,27,0.530984590643053,NA,1,NA,NA,NA,NA,NA,18
"148",3,28,0.620005921882819,-1,3,-1,1,1,-1,2341,17
"149",3,29,0.501216447140132,NA,2,NA,NA,NA,NA,NA,16
"150",3,30,0.47783475411484,NA,3,NA,NA,NA,NA,NA,17
"151",3,31,0.521467952679948,1,1,1,1,1,1,1512,18
"152",3,32,0.502314046477824,NA,2,NA,NA,NA,NA,NA,19
"153",3,33,0.508655949545078,NA,1,NA,NA,NA,NA,NA,20
"154",3,34,0.531982600624613,1,2,1,1,1,1,2242,21
"155",3,35,0.614927264039786,1,3,-1,0,1,1,1737,22
"156",3,36,0.569644549893206,-1,2,-1,1,1,-1,2051,21
"157",3,37,0.483161019848942,NA,1,NA,NA,NA,NA,NA,22
"158",3,38,0.529818199113537,1,3,-1,0,1,1,2268,23
"159",3,39,0.574396013006044,1,1,1,1,1,1,1701,24
"160",3,40,0.622978724568684,NA,3,NA,NA,NA,NA,NA,23
"161",3,41,0.636843316252389,1,3,-1,0,1,1,1594,24
"162",3,42,0.664778644273931,1,1,1,1,1,1,1622,25
"163",3,43,0.686675183020266,NA,2,NA,NA,NA,NA,NA,24
"164",3,44,0.614182372385997,NA,1,NA,NA,NA,NA,NA,25
"165",3,45,0.633677998505634,1,3,-1,0,1,1,1703,26
"166",3,46,0.467653747098843,-1,2,1,0,1,-1,1670,25
"167",3,47,0.466325287625579,1,3,-1,0,1,1,1605,26
"168",3,48,0.505469244693323,-1,2,1,0,1,-1,1596,25
"169",3,49,0.378104394252958,1,1,1,1,1,1,1748,26
"170",3,50,0.291149467083491,NA,2,NA,NA,NA,NA,NA,27
"171",3,51,0.228880285616779,NA,3,NA,NA,NA,NA,NA,28
"172",3,52,0.195987375525111,NA,1,NA,NA,NA,NA,NA,29
"173",3,53,0.211948983922974,-1,3,-1,1,1,-1,1832,28
"174",3,54,0.214775674184248,NA,1,NA,NA,NA,NA,NA,29
"175",3,55,0.436567052727989,NA,2,NA,NA,NA,NA,NA,28
"176",3,56,0.487352130517827,-1,1,1,0,1,-1,1603,27
"177",3,57,0.655115390105699,1,3,-1,0,1,1,2724,28
"178",3,58,0.668663483508083,1,2,1,1,1,1,1629,29
"179",3,59,0.755900704128947,NA,3,NA,NA,NA,NA,NA,28
"180",3,60,0.778374217282237,1,2,1,1,1,1,3843,29
"181",4,1,0.521582095939982,1,1,-1,0,1,1,3184,35
"182",4,2,0.555929670198122,-1,2,1,0,1,-1,3826,34
"183",4,3,0.518995485046954,1,3,-1,0,1,1,3867,35
"184",4,4,0.374822486229473,NA,2,NA,NA,NA,NA,NA,36
"185",4,5,0.5012658773313,NA,1,NA,NA,NA,NA,NA,37
"186",4,6,0.499448577088203,NA,3,NA,NA,NA,NA,NA,36
"187",4,7,0.490607336779084,NA,1,NA,NA,NA,NA,NA,37
"188",4,8,0.535522148404235,1,3,-1,0,1,1,2271,38
"189",4,9,0.455771571523293,NA,2,NA,NA,NA,NA,NA,37
"190",4,10,0.474459241045863,NA,3,NA,NA,NA,NA,NA,38
"191",4,11,0.385549970667852,NA,1,NA,NA,NA,NA,NA,39
"192",4,12,0.309998242598056,NA,2,NA,NA,NA,NA,NA,38
"193",4,13,0.266165516043175,NA,1,NA,NA,NA,NA,NA,39
"194",4,14,0.249110542141823,-1,2,1,0,1,-1,1894,38
"195",4,15,0.28697884461073,1,3,-1,0,1,1,2041,39
"196",4,16,0.224969158058963,-1,2,-1,1,1,-1,2326,38
"197",4,17,0.242061122325645,NA,1,NA,NA,NA,NA,NA,39
"198",4,18,0.188497119062312,NA,3,NA,NA,NA,NA,NA,40
"199",4,19,0.220067869970123,NA,1,NA,NA,NA,NA,NA,41
"200",4,20,0.347530650363635,NA,3,NA,NA,NA,NA,NA,42
"201",4,21,0.426918195791998,NA,3,NA,NA,NA,NA,NA,43
"202",4,22,0.52058920987099,NA,1,NA,NA,NA,NA,NA,44
"203",4,23,0.489238321370167,NA,2,NA,NA,NA,NA,NA,43
"204",4,24,0.370350174906461,NA,1,NA,NA,NA,NA,NA,44
"205",4,25,0.375279177316664,-1,3,-1,1,1,-1,1672,43
"206",4,26,0.296087153387101,-1,2,1,0,1,-1,1991,42
"207",4,27,0.205193507645416,NA,3,NA,NA,NA,NA,NA,43
"208",4,28,0.138978384486846,NA,2,NA,NA,NA,NA,NA,44
"209",4,29,0.141118147978326,NA,1,NA,NA,NA,NA,NA,45
"210",4,30,0.435040873928808,-1,2,1,0,1,-1,2066,44
"211",4,31,0.367969997727974,-1,3,-1,1,1,-1,1956,43
"212",4,32,0.506100892115823,1,1,1,1,1,1,2270,44
"213",4,33,0.528552549183916,NA,3,NA,NA,NA,NA,NA,43
"214",4,34,0.527413179365914,1,1,1,1,1,1,2056,44
"215",4,35,0.595762126129503,1,2,1,1,1,1,2156,45
"216",4,36,0.402027859006562,NA,1,NA,NA,NA,NA,NA,46
"217",4,37,0.419325413167427,-1,3,-1,1,1,-1,2523,45
"218",4,38,0.478767574788561,1,2,1,1,1,1,1855,46
"219",4,39,0.474756336058412,1,3,-1,0,1,1,2137,47
"220",4,40,0.510423155876359,1,2,1,1,1,1,2563,48
"221",4,41,0.553594906575581,NA,2,NA,NA,NA,NA,NA,49
"222",4,42,0.583119957198744,1,3,-1,0,1,1,1978,50
"223",4,43,0.639458112531039,-1,1,1,0,1,-1,1988,49
"224",4,44,0.748432213639863,1,3,-1,0,1,1,1880,50
"225",4,45,0.704761460405299,-1,2,1,0,1,-1,2011,49
"226",4,46,0.780728445958493,NA,1,NA,NA,NA,NA,NA,48
"227",4,47,0.843221355236554,-1,2,1,0,1,-1,1986,47
"228",4,48,0.874725351620743,NA,1,NA,NA,NA,NA,NA,46
"229",4,49,0.821620424890065,1,3,-1,0,1,1,3078,47
"230",4,50,0.834015647091163,1,1,1,1,1,1,2215,48
"231",4,51,0.819033726561365,-1,2,-1,1,1,-1,1845,47
"232",4,52,0.880077721123726,1,3,-1,0,1,1,2087,48
"233",4,53,0.865242012400274,1,2,-1,0,1,1,1801,49
"234",4,54,0.795685776110336,1,3,-1,0,1,1,2058,50
"235",4,55,0.760557720411736,1,1,1,1,1,1,1803,51
"236",4,56,0.715310425057975,NA,3,NA,NA,NA,NA,NA,52
"237",4,57,0.747079488840635,1,2,1,1,1,1,2832,53
"238",4,58,0.73063900119794,-1,1,1,0,1,-1,2216,52
"239",4,59,0.704037150340577,-1,2,1,0,1,-1,2865,51
"240",4,60,0.712878667113975,1,1,1,1,1,1,1889,52
"241",5,1,0.592135293261694,NA,3,NA,NA,NA,NA,NA,26
"242",5,2,0.56296711719343,NA,1,NA,NA,NA,NA,NA,27
"243",5,3,0.46615479736599,1,2,-1,0,1,1,3984,28
"244",5,4,0.467029168931199,1,1,1,1,1,1,2190,29
"245",5,5,0.406364785557512,1,3,-1,0,1,1,2296,30
"246",5,6,0.363196807556619,NA,2,NA,NA,NA,NA,NA,29
"247",5,7,0.36872757711935,NA,3,NA,NA,NA,NA,NA,30
"248",5,8,0.2795301430148,-1,2,1,0,1,-1,1774,29
"249",5,9,0.260674261384267,-1,1,1,0,1,-1,2134,28
"250",5,10,0.293904648270088,-1,2,1,0,1,-1,2295,27
"251",5,11,0.223961355588619,NA,3,NA,NA,NA,NA,NA,28
"252",5,12,0.379968792607482,NA,1,NA,NA,NA,NA,NA,27
"253",5,13,0.298919275250688,-1,3,-1,1,1,-1,2425,26
"254",5,14,0.329925424103734,NA,1,NA,NA,NA,NA,NA,27
"255",5,15,0.305371923527654,NA,2,NA,NA,NA,NA,NA,28
"256",5,16,0.306260463081218,NA,1,NA,NA,NA,NA,NA,29
"257",5,17,0.284527907120607,NA,3,NA,NA,NA,NA,NA,30
"258",5,18,0.396784595431556,NA,2,NA,NA,NA,NA,NA,29
"259",5,19,0.3211003546141,1,3,-1,0,1,1,2144,30
"260",5,20,0.243416743061942,-1,2,-1,1,1,-1,2074,29
"261",5,21,0.270191714805397,1,1,1,1,1,1,2086,30
"262",5,22,0.294197370654639,NA,2,NA,NA,NA,NA,NA,29
"263",5,23,0.346221751820493,NA,3,NA,NA,NA,NA,NA,30
"264",5,24,0.276447478547243,NA,2,NA,NA,NA,NA,NA,31
"265",5,25,0.216963143227515,-1,1,1,0,1,-1,2019,30
"266",5,26,0.155576692007976,NA,3,NA,NA,NA,NA,NA,31
"267",5,27,0.242710402130908,NA,1,NA,NA,NA,NA,NA,32
"268",5,28,0.348436934537228,NA,3,NA,NA,NA,NA,NA,31
"269",5,29,0.513380483916975,-1,2,1,0,1,-1,2148,30
"270",5,30,0.462869954897143,-1,3,-1,1,1,-1,2096,29
"271",5,31,0.47784262270618,NA,1,NA,NA,NA,NA,NA,30
"272",5,32,0.441421631650454,-1,2,1,0,1,-1,2190,29
"273",5,33,0.607565570817319,1,1,1,1,1,1,2402,30
"274",5,34,0.570148077413222,NA,2,NA,NA,NA,NA,NA,31
"275",5,35,0.511716620265656,NA,3,NA,NA,NA,NA,NA,32
"276",5,36,0.589637794599,NA,2,NA,NA,NA,NA,NA,33
"277",5,37,0.609238543520881,-1,1,1,0,1,-1,2291,32
"278",5,38,0.614317348372477,NA,3,NA,NA,NA,NA,NA,31
"279",5,39,0.594325470149819,NA,1,NA,NA,NA,NA,NA,30
"280",5,40,0.553136165129832,NA,3,NA,NA,NA,NA,NA,29
"281",5,41,0.621887652612503,NA,2,NA,NA,NA,NA,NA,30
"282",5,42,0.708893861756988,NA,3,NA,NA,NA,NA,NA,29
"283",5,43,0.814656431224056,1,1,1,1,1,1,2115,30
"284",5,44,0.845341873896963,1,3,1,1,1,1,2040,31
"285",5,45,0.847621703353246,NA,2,NA,NA,NA,NA,NA,32
"286",5,46,0.860198318625168,1,1,1,1,1,1,2193,33
"287",5,47,0.873847178593822,1,2,1,1,1,1,2007,34
"288",5,48,0.817824542185902,1,1,1,1,1,1,2051,35
"289",5,49,0.7945519308434,1,3,-1,0,1,1,2676,36
"290",5,50,0.778846450110427,1,1,1,1,1,1,2154,37
"291",5,51,0.846012433080421,NA,2,NA,NA,NA,NA,NA,36
"292",5,52,0.829047096345331,NA,3,NA,NA,NA,NA,NA,35
"293",5,53,0.801751783282335,1,2,1,1,1,1,2015,36
"294",5,54,0.781638463061543,NA,3,NA,NA,NA,NA,NA,35
"295",5,55,0.776372646708148,1,1,1,1,1,1,2112,36
"296",5,56,0.725825438632857,1,3,-1,0,1,1,2054,37
"297",5,57,0.661003615658718,-1,2,1,0,1,-1,2050,36
"298",5,58,0.77401184813971,NA,1,NA,NA,NA,NA,NA,37
"299",5,59,0.85434319638775,NA,2,NA,NA,NA,NA,NA,36
"300",5,60,0.885055278154191,NA,1,NA,NA,NA,NA,NA,37
"301",6,1,0.475075799366459,NA,3,NA,NA,NA,NA,NA,11
"302",6,2,0.499306374311497,NA,1,NA,NA,NA,NA,NA,12
"303",6,3,0.460792394273118,1,2,-1,0,1,1,1924,13
"304",6,4,0.358518059117522,NA,1,NA,NA,NA,NA,NA,14
"305",6,5,0.403727212528741,-1,3,-1,1,1,-1,1765,13
"306",6,6,0.325410497191677,NA,2,NA,NA,NA,NA,NA,14
"307",6,7,0.258920151811462,1,3,-1,0,1,1,1659,15
"308",6,8,0.197017046630074,1,2,-1,0,1,1,1528,16
"309",6,9,0.162107279048969,NA,1,NA,NA,NA,NA,NA,17
"310",6,10,0.18995873525302,-1,2,-1,1,1,-1,1996,16
"311",6,11,0.260514034918704,NA,3,NA,NA,NA,NA,NA,15
"312",6,12,0.256554385111966,-1,1,1,0,1,-1,2052,14
"313",6,13,0.212173926893105,-1,3,-1,1,1,-1,1925,13
"314",6,14,0.171150144459221,NA,1,NA,NA,NA,NA,NA,14
"315",6,15,0.278003351634778,NA,2,NA,NA,NA,NA,NA,13
"316",6,16,0.285843107686792,NA,1,NA,NA,NA,NA,NA,12
"317",6,17,0.266697179829474,NA,3,NA,NA,NA,NA,NA,13
"318",6,18,0.244662397116469,-1,2,-1,1,1,-1,1933,12
"319",6,19,0.406669390781813,NA,3,NA,NA,NA,NA,NA,13
"320",6,20,0.384805703601297,-1,2,1,0,1,-1,1777,12
"321",6,21,0.484140861135325,1,2,1,1,1,1,2996,13
"322",6,22,0.485387053468367,NA,3,NA,NA,NA,NA,NA,12
"323",6,23,0.47081146372106,NA,1,NA,NA,NA,NA,NA,13
"324",6,24,0.457273280773062,1,3,-1,0,1,1,1942,14
"325",6,25,0.447944277072278,NA,2,NA,NA,NA,NA,NA,15
"326",6,26,0.381903878109567,-1,1,1,0,1,-1,1510,14
"327",6,27,0.459010878822631,NA,2,NA,NA,NA,NA,NA,15
"328",6,28,0.393704057435693,NA,1,NA,NA,NA,NA,NA,16
"329",6,29,0.432410918265458,1,3,-1,0,1,1,2211,17
"330",6,30,0.512740595141578,1,1,1,1,1,1,2234,18
"331",6,31,0.432630665069318,1,2,-1,0,1,1,2092,19
"332",6,32,0.518838594151471,NA,3,NA,NA,NA,NA,NA,20
"333",6,33,0.457418345561809,NA,2,NA,NA,NA,NA,NA,19
"334",6,34,0.531496070259308,NA,3,NA,NA,NA,NA,NA,20
"335",6,35,0.704576603756777,NA,1,NA,NA,NA,NA,NA,19
"336",6,36,0.725272651038343,1,3,-1,0,1,1,2246,20
"337",6,37,0.887475055618423,1,2,-1,0,1,1,2024,21
"338",6,38,0.8021149000188,NA,1,NA,NA,NA,NA,NA,22
"339",6,39,0.835405712935535,NA,2,NA,NA,NA,NA,NA,21
"340",6,40,0.729925264384868,1,1,1,1,1,1,2520,22
"341",6,41,0.78514779375183,1,1,1,1,1,1,1746,23
"342",6,42,0.728209507911928,NA,2,NA,NA,NA,NA,NA,22
"343",6,43,0.722769303847367,NA,3,NA,NA,NA,NA,NA,21
"344",6,44,0.803880693311811,NA,2,NA,NA,NA,NA,NA,20
"345",6,45,0.844774518240636,1,1,1,1,1,1,2085,21
"346",6,46,0.825960042110084,1,3,-1,0,1,1,1904,22
"347",6,47,0.82326668970739,-1,1,-1,1,1,-1,1939,21
"348",6,48,0.898269219957694,NA,3,NA,NA,NA,NA,NA,20
"349",6,49,0.893193735152665,1,2,1,1,1,1,2108,21
"350",6,50,0.719213734251203,NA,3,NA,NA,NA,NA,NA,22
"351",6,51,0.72483118470298,NA,1,NA,NA,NA,NA,NA,21
"352",6,52,0.620938014198267,NA,2,NA,NA,NA,NA,NA,20
"353",6,53,0.643263197075153,1,1,1,1,1,1,1946,21
"354",6,54,0.668844577979374,NA,2,NA,NA,NA,NA,NA,20
"355",6,55,0.779396183110884,1,3,-1,0,1,1,1956,21
"356",6,56,0.752357606829033,1,2,1,1,1,1,1748,22
"357",6,57,0.753374664375032,NA,1,NA,NA,NA,NA,NA,23
"358",6,58,0.721017311717401,-1,3,-1,1,1,-1,2129,22
"359",6,59,0.698979807997692,NA,1,NA,NA,NA,NA,NA,23
"360",6,60,0.586833488070648,NA,3,NA,NA,NA,NA,NA,24
"361",7,1,0.570288412769527,1,3,1,1,1,1,2476,3
"362",7,2,0.482245326064198,-1,1,1,0,1,-1,1874,2
"363",7,3,0.512952972802493,NA,2,NA,NA,NA,NA,NA,3
"364",7,4,0.601373173349731,NA,1,NA,NA,NA,NA,NA,4
"365",7,5,0.596505810515996,NA,3,NA,NA,NA,NA,NA,5
"366",7,6,0.635143571806139,1,2,-1,0,1,1,2281,6
"367",7,7,0.66681973248423,NA,3,NA,NA,NA,NA,NA,5
"368",7,8,0.626570163346811,-1,2,1,0,1,-1,1915,4
"369",7,9,0.624830073190548,NA,1,NA,NA,NA,NA,NA,3
"370",7,10,0.642253716642141,NA,2,NA,NA,NA,NA,NA,4
"371",7,11,0.610891922514014,NA,3,NA,NA,NA,NA,NA,3
"372",7,12,0.629475634395305,NA,1,NA,NA,NA,NA,NA,4
"373",7,13,0.609651486916189,1,3,-1,0,1,1,1899,5
"374",7,14,0.433216442874323,NA,1,NA,NA,NA,NA,NA,6
"375",7,15,0.434050237608458,1,2,1,1,1,1,1879,7
"376",7,16,0.426291392462947,1,1,1,1,1,1,2050,8
"377",7,17,0.283335073315657,NA,3,NA,NA,NA,NA,NA,9
"378",7,18,0.208375073065851,-1,2,1,0,1,-1,1854,8
"379",7,19,0.161077877243681,NA,3,NA,NA,NA,NA,NA,9
"380",7,20,0.203105819477894,-1,2,-1,1,1,-1,2087,8
"381",7,21,0.137263166733556,NA,1,NA,NA,NA,NA,NA,9
"382",7,22,0.101541589815975,NA,2,NA,NA,NA,NA,NA,10
"383",7,23,0.334668652994736,1,3,-1,0,1,1,1856,11
"384",7,24,0.420804554568,-1,2,1,0,1,-1,1857,10
"385",7,25,0.330724147944615,NA,1,NA,NA,NA,NA,NA,11
"386",7,26,0.312813550313797,NA,3,NA,NA,NA,NA,NA,12
"387",7,27,0.32219920616639,1,1,1,1,1,1,1876,13
"388",7,28,0.272702117036256,NA,3,NA,NA,NA,NA,NA,14
"389",7,29,0.317665493035964,-1,2,-1,1,1,-1,1841,13
"390",7,30,0.204087246499351,NA,3,NA,NA,NA,NA,NA,14
"391",7,31,0.166325335127781,1,1,1,1,1,1,1880,15
"392",7,32,0.198533723283446,NA,2,NA,NA,NA,NA,NA,14
"393",7,33,0.135109157783293,NA,1,NA,NA,NA,NA,NA,15
"394",7,34,0.104066847505939,NA,2,NA,NA,NA,NA,NA,16
"395",7,35,0.175980230281973,NA,3,NA,NA,NA,NA,NA,17
"396",7,36,0.246254772473742,NA,2,NA,NA,NA,NA,NA,18
