"","SubID","trial_num","pUP","stock_outcome","choice","outcome","rt","tally"
"1274",41,14,0.805768590329498,1,0,-1,73,2
"1275",41,15,0.874667304675863,1,0,-1,369,1
"1276",41,16,0.704266464544421,1,1,1,363,2
"1277",41,17,0.751006431390682,1,1,1,231,3
"1278",41,18,0.615993438592702,1,1,1,276,4
"1279",41,19,0.61833168325487,1,1,1,11,5
"1280",41,20,0.531185316019324,1,1,1,227,6
"1281",41,21,0.571138934517288,1,1,1,364,7
"1282",41,22,0.514658886575902,-1,1,-1,303,6
"1283",41,23,0.434206486192444,1,0,-1,314,5
"1284",41,24,0.369410773069946,-1,1,-1,5,4
"1285",41,25,0.316950798527031,1,0,-1,260,3
"1286",41,26,0.22634591120785,-1,0,1,279,4
"1287",41,27,0.166747104672043,1,0,-1,638,3
"1288",41,28,0.231313042278101,-1,0,1,353,4
"1289",41,29,0.152175283527721,-1,1,-1,269,3
"1290",41,30,0.164239168599502,-1,0,1,395,4
"1291",41,31,0.156966692253725,-1,0,1,607,5
"1292",41,32,0.104795081981652,-1,0,1,892,6
"1293",41,33,0.213139493640996,-1,0,1,1482,7
"1294",41,34,0.218053038321616,-1,0,1,1120,8
"1295",41,35,0.161758037358225,-1,0,1,1346,9
"1296",41,36,0.25481592779466,1,0,-1,1209,8
"1297",42,1,0.480012205755338,1,1,1,3721,1
"1298",42,2,0.564539483966512,1,1,1,4895,2
"1299",42,3,0.620678261686718,1,1,1,993,3
"1300",42,4,0.64561433002368,1,0,-1,1215,2
"1301",42,5,0.681535544470921,1,0,-1,398,1
"1302",42,6,0.785908144903145,-1,0,1,418,2
"1303",42,7,0.789469103095867,1,0,-1,286,1
"1304",42,8,0.811406039500827,1,1,1,351,2
"1305",42,9,0.824788372084186,1,1,1,305,3
"1306",42,10,0.761114758157888,1,1,1,431,4
"1307",42,11,0.70443952751615,1,0,-1,399,3
"1308",42,12,0.727127771648773,-1,0,1,287,4
"1309",42,13,0.793098697904633,1,1,1,399,5
"1310",42,14,0.696807422197312,-1,1,-1,639,4
"1311",42,15,0.626850917796253,-1,0,1,286,5
"1312",42,16,0.551043816493578,1,0,-1,304,4
"1313",42,17,0.535658508102355,-1,1,-1,368,3
"1314",42,18,0.583257886123238,1,1,1,4415,4
"1315",42,19,0.583538570972508,-1,1,-1,943,3
"1316",42,20,0.501500023278315,-1,1,-1,1151,2
"1317",42,21,0.50597438500465,1,1,1,704,3
"1318",42,22,0.494652750895776,NA,NA,NA,NA,NA
"1319",42,23,0.498683147076893,NA,NA,NA,NA,NA
"1320",42,24,0.430999622120393,NA,NA,NA,NA,NA
"1321",42,25,0.440238465077052,-1,1,-1,761,2
"1322",42,26,0.401672376746551,1,0,-1,576,1
"1323",42,27,0.273403685891047,-1,1,-1,768,0
"1324",42,28,0.331695854010581,-1,1,-1,367,-1
"1325",42,29,0.325811307081495,-1,1,-1,49,-2
"1326",42,30,0.261339272392831,-1,1,-1,321,-3
"1327",42,31,0.221431679421991,-1,1,-1,271,-4
"1328",42,32,0.271437831994966,-1,1,-1,319,-5
"1329",42,33,0.276810437643302,-1,1,-1,319,-6
"1330",42,34,0.124789173412148,-1,1,-1,368,-7
"1331",42,35,0.137208965872784,1,1,1,305,-6
"1332",42,36,0.168028929485048,-1,1,-1,943,-7
"1333",43,1,0.587687731068581,1,1,1,1331,1
"1334",43,2,0.59137333484552,1,0,-1,40,0
"1335",43,3,0.53475868368009,-1,1,-1,1344,-1
"1336",43,4,0.596324204545707,1,0,-1,1932,-2
"1337",43,5,0.665229085647034,-1,0,1,787,-1
"1338",43,6,0.686462535400098,1,0,-1,1325,-2
"1339",43,7,0.65033449556975,1,0,-1,1288,-3
"1340",43,8,0.726037528206394,1,1,1,1011,-2
"1341",43,9,0.685645713247645,1,1,1,847,-1
"1342",43,10,0.611901858425062,1,1,1,1015,0
"1343",43,11,0.59954464024546,1,1,1,951,1
"1344",43,12,0.532443820574615,1,1,1,798,2
"1345",43,13,0.570387387475528,1,1,1,789,3
"1346",43,14,0.617100994587627,-1,1,-1,687,2
"1347",43,15,0.677248342368551,1,1,1,655,3
"1348",43,16,0.675771427814334,1,1,1,782,4
"1349",43,17,0.678151100404614,-1,1,-1,734,3
"1350",43,18,0.693197279208648,-1,1,-1,671,2
"1351",43,19,0.704568635786305,1,0,-1,792,1
"1352",43,20,0.53428600476752,-1,1,-1,681,0
"1353",43,21,0.551026738420239,-1,0,1,632,1
"1354",43,22,0.442147733497963,-1,0,1,995,2
"1355",43,23,0.430448072106355,-1,0,1,1003,3
"1356",43,24,0.230578939557302,-1,0,1,937,4
"1357",43,25,0.217310612482377,1,0,-1,773,3
"1358",43,26,0.244839083569705,-1,1,-1,944,2
"1359",43,27,0.167962829755544,-1,0,1,523,3
"1360",43,28,0.141524649137646,-1,0,1,619,4
"1361",43,29,0.116714762736911,-1,0,1,740,5
"1362",43,30,0.135410617998766,1,0,-1,675,4
"1363",43,31,0.145143590169857,-1,0,1,635,5
"1364",43,32,0.113049395063936,-1,0,1,734,6
"1365",43,33,0.245981122368369,-1,0,1,861,7
"1366",43,34,0.234536141967479,-1,0,1,889,8
"1367",43,35,0.114464460165852,-1,0,1,1617,9
"1368",43,36,0.173454969526007,-1,0,1,702,10
"1369",44,1,0.470079399424689,NA,NA,NA,NA,NA
"1370",44,2,0.410436799191818,-1,1,-1,1982,-1
"1371",44,3,0.528363735535217,1,0,-1,1262,-2
"1372",44,4,0.441584428749529,-1,0,1,1240,-1
"1373",44,5,0.503526721838689,-1,0,1,550,0
"1374",44,6,0.407220018676184,1,0,-1,449,-1
"1375",44,7,0.519223425906736,-1,0,1,479,0
"1376",44,8,0.467726181717375,1,0,-1,680,-1
"1377",44,9,0.499001087904937,-1,0,1,391,0
"1378",44,10,0.49076607463068,1,0,-1,817,-1
"1379",44,11,0.409805078843541,1,0,-1,407,-2
"1380",44,12,0.460884208428003,1,0,-1,872,-3
"1381",44,13,0.380178057503871,-1,1,-1,767,-4
"1382",44,14,0.289600786305314,-1,1,-1,327,-5
"1383",44,15,0.244099891585337,-1,0,1,288,-4
"1384",44,16,0.275327214975725,-1,0,1,608,-3
"1385",44,17,0.402696570972056,-1,0,1,359,-2
"1386",44,18,0.388900879248055,-1,0,1,784,-1
"1387",44,19,0.498411010363365,1,0,-1,408,-2
"1388",44,20,0.439548454496963,-1,1,-1,329,-3
"1389",44,21,0.509944029695146,1,0,-1,309,-4
"1390",44,22,0.433998918531838,-1,0,1,288,-3
"1391",44,23,0.546571310840836,-1,0,1,464,-2
"1392",44,24,0.60796059859753,1,0,-1,430,-3
"1393",44,25,0.630252382856617,1,0,-1,345,-4
"1394",44,26,0.703685907208506,1,0,-1,310,-5
"1395",44,27,0.676223706635101,1,0,-1,303,-6
"1396",44,28,0.667290843144824,1,0,-1,253,-7
"1397",44,29,0.617632829739219,-1,0,1,104,-6
"1398",44,30,0.696036397306232,1,0,-1,351,-7
"1399",44,31,0.700235022534253,1,1,1,231,-6
"1400",44,32,0.656411855934498,-1,1,-1,320,-7
"1401",44,33,0.820702408633934,-1,0,1,288,-6
"1402",44,34,0.884525511318588,1,0,-1,512,-7
"1403",44,35,0.842617987445556,1,1,1,318,-6
"1404",44,36,0.849311219324572,1,1,1,384,-5
"1405",45,1,0.550603173034474,1,1,1,1431,1
"1406",45,2,0.671343088491967,-1,1,-1,989,0
"1407",45,3,0.681629627898164,-1,1,-1,437,-1
"1408",45,4,0.571040804618931,1,0,-1,501,-2
"1409",45,5,0.702345400285954,1,1,1,344,-1
"1410",45,6,0.712828456651231,1,1,1,503,0
"1411",45,7,0.866844226535344,1,1,1,522,1
"1412",45,8,0.885536497909202,1,1,1,461,2
"1413",45,9,0.610556956743582,1,1,1,334,3
"1414",45,10,0.641787126369212,1,1,1,429,4
"1415",45,11,0.718284502063791,1,1,1,382,5
"1416",45,12,0.500080879448815,1,1,1,61,6
"1417",45,13,0.478923656282148,1,1,1,581,7
"1418",45,14,0.550528735266854,1,1,1,441,8
"1419",45,15,0.596316245959634,1,1,1,232,9
"1420",45,16,0.6086280190761,1,1,1,133,10
"1421",45,17,0.623007002267002,1,1,1,254,11
"1422",45,18,0.547155935671055,-1,1,-1,283,10
"1423",45,19,0.480761320510114,-1,1,-1,377,9
"1424",45,20,0.422361338257365,1,0,-1,135,8
"1425",45,21,0.422587701283619,-1,0,1,337,9
"1426",45,22,0.316561507876043,-1,0,1,256,10
"1427",45,23,0.382817470474355,1,0,-1,445,9
"1428",45,24,0.388268091412009,1,0,-1,14,8
"1429",45,25,0.355883109812091,1,1,1,277,9
"1430",45,26,0.337935796318745,-1,1,-1,291,8
"1431",45,27,0.327040229932682,-1,1,-1,272,7
"1432",45,28,0.321820024670022,-1,0,1,109,8
"1433",45,29,0.321697297756257,-1,0,1,293,9
"1434",45,30,0.26335046618163,-1,0,1,387,10
"1435",45,31,0.207860628719197,-1,0,1,115,11
"1436",45,32,0.166049560866745,1,0,-1,429,10
"1437",45,33,0.175838741106284,1,1,1,14,11
"1438",45,34,0.233437258949258,-1,1,-1,421,10
"1439",45,35,0.253079022237979,-1,0,1,101,11
"1440",45,36,0.218767107645485,-1,0,1,334,12
"1441",47,1,0.476534474175423,1,1,1,1746,1
"1442",47,2,0.518510362369366,1,1,1,459,2
"1443",47,3,0.507074012070322,1,1,1,299,3
"1444",47,4,0.523378563156382,-1,1,-1,237,2
"1445",47,5,0.569449896819409,-1,1,-1,1379,1
"1446",47,6,0.530636482499424,-1,0,1,286,2
"1447",47,7,0.590391336403517,1,0,-1,300,1
"1448",47,8,0.623683601447004,-1,0,1,2217,2
"1449",47,9,0.66900133502606,1,0,-1,385,1
"1450",47,10,0.596743458404168,1,1,1,1118,2
"1451",47,11,0.52315075621024,1,1,1,331,3
"1452",47,12,0.660770753838259,1,1,1,267,4
"1453",47,13,0.649427341126149,1,1,1,795,5
"1454",47,14,0.543870373513583,1,1,1,276,6
"1455",47,15,0.493384257332359,1,1,1,270,7
"1456",47,16,0.452426547705521,1,1,1,278,8
"1457",47,17,0.447723802605072,1,1,1,272,9
"1458",47,18,0.313560840186925,-1,1,-1,135,8
"1459",47,19,0.240463016543174,-1,1,-1,702,7
"1460",47,20,0.271354441586124,-1,0,1,260,8
"1461",47,21,0.352610674427859,1,0,-1,243,7
"1462",47,22,0.286710108734808,-1,0,1,556,8
"1463",47,23,0.217974341899412,-1,0,1,480,9
"1464",47,24,0.19452579414519,1,1,1,250,10
"1465",47,25,0.172364004595037,-1,1,-1,504,9
"1466",47,26,0.253438203116805,1,0,-1,674,8
"1467",47,27,0.350355280185204,-1,1,-1,272,7
"1468",47,28,0.530956729178835,1,1,1,217,8
"1469",47,29,0.649683090473872,-1,1,-1,284,7
"1470",47,30,0.66954528954952,1,1,1,927,8
"1471",47,31,0.64655910516499,1,1,1,275,9
"1472",47,32,0.677658744826445,1,0,-1,331,8
"1473",47,33,0.602193255321407,-1,1,-1,300,7
"1474",47,34,0.666652592618196,-1,1,-1,333,6
"1475",47,35,0.687698902950604,-1,1,-1,247,5
"1476",47,36,0.743062697908168,1,1,1,47,6
"1477",48,1,0.552183425193652,1,1,1,1248,1
"1478",48,2,0.522622713013707,1,1,1,711,2
"1479",48,3,0.622542614646322,-1,1,-1,538,1
"1480",48,4,0.691568423001604,1,0,-1,389,0
"1481",48,5,0.698957803641637,1,1,1,471,1
"1482",48,6,0.810639761279518,1,1,1,270,2
"1483",48,7,0.743006676770825,1,1,1,563,3
"1484",48,8,0.617104042960771,-1,1,-1,303,2
"1485",48,9,0.546470859482141,1,0,-1,1329,1
"1486",48,10,0.567492818286242,-1,1,-1,899,0
"1487",48,11,0.459339433913669,-1,0,1,331,1
"1488",48,12,0.408730248453402,1,0,-1,364,0
"1489",48,13,0.566487490670748,1,1,1,2275,1
"1490",48,14,0.487787562809299,1,1,1,272,2
"1491",48,15,0.530504911884422,1,1,1,1728,3
"1492",48,16,0.637677440096607,1,1,1,293,4
"1493",48,17,0.604556416039118,1,1,1,331,5
"1494",48,18,0.612699203876369,1,1,1,97,6
"1495",48,19,0.615537191956553,-1,1,-1,386,5
"1496",48,20,0.558761422102884,-1,0,1,285,6
"1497",48,21,0.517844136139777,-1,0,1,390,7
"1498",48,22,0.571125114364739,1,0,-1,317,6
"1499",48,23,0.613376978878302,-1,1,-1,331,5
"1500",48,24,0.503399580252078,1,0,-1,332,4
"1501",48,25,0.380690499623625,-1,0,1,347,5
"1502",48,26,0.369619491875453,1,0,-1,370,4
"1503",48,27,0.434886938811249,1,0,-1,458,3
"1504",48,28,0.435148646522646,-1,1,-1,375,2
"1505",48,29,0.353477623941937,1,1,1,340,3
"1506",48,30,0.210030220078763,1,1,1,240,4
"1507",48,31,0.133450599074385,-1,1,-1,277,3
"1508",48,32,0.136056974974711,-1,0,1,219,4
"1509",48,33,0.179168668546224,-1,0,1,161,5
"1510",48,34,0.232478270948876,-1,0,1,271,6
"1511",48,35,0.375712360129329,-1,0,1,748,7
"1512",48,36,0.426676122458694,1,0,-1,242,6
"1513",49,1,0.531691887276247,-1,1,-1,2359,-1
"1514",49,2,0.48908060504479,-1,0,1,540,0
"1515",49,3,0.314338000540177,1,0,-1,477,-1
"1516",49,4,0.222551707415301,-1,1,-1,263,-2
"1517",49,5,0.109826777270308,-1,0,1,432,-1
"1518",49,6,0.154504712739396,-1,0,1,272,0
"1519",49,7,0.139304713463942,-1,0,1,300,1
"1520",49,8,0.239051154666697,-1,0,1,278,2
"1521",49,9,0.383783587567538,-1,0,1,285,3
"1522",49,10,0.421839553441403,-1,0,1,244,4
"1523",49,11,0.452994350944725,-1,0,1,242,5
"1524",49,12,0.429494788651888,-1,0,1,318,6
"1525",49,13,0.497229980310152,-1,0,1,472,7
"1526",49,14,0.502842768741626,-1,0,1,240,8
"1527",49,15,0.529517258331798,1,0,-1,443,7
"1528",49,16,0.458110866137555,1,1,1,208,8
"1529",49,17,0.540039073022259,-1,1,-1,309,7
"1530",49,18,0.513907837262234,1,0,-1,226,6
"1531",49,19,0.565118780610041,1,1,1,240,7
"1532",49,20,0.536406423210412,1,1,1,255,8
"1533",49,21,0.624670261106833,1,1,1,243,9
"1534",49,22,0.617132459755902,1,1,1,279,10
"1535",49,23,0.672290621204204,-1,1,-1,353,9
"1536",49,24,0.647001949148269,1,0,-1,164,8
"1537",49,25,0.65650217752231,-1,1,-1,186,7
"1538",49,26,0.634833969450778,-1,0,1,255,8
"1539",49,27,0.64044093309511,-1,0,1,344,9
"1540",49,28,0.628591798491449,1,0,-1,233,8
"1541",49,29,0.712361518648384,-1,1,-1,123,7
"1542",49,30,0.758418296459011,1,0,-1,236,6
"1543",49,31,0.786723802333631,1,1,1,255,7
"1544",49,32,0.763188818640337,1,1,1,121,8
"1545",49,33,0.728487528763327,1,1,1,280,9
"1546",49,34,0.83773609631733,1,1,1,254,10
"1547",49,35,0.832241911790186,1,1,1,374,11
"1548",49,36,0.863496837606691,-1,1,-1,287,10
"1549",50,1,0.523064925754443,-1,1,-1,3568,-1
"1550",50,2,0.605906391464177,NA,NA,NA,NA,NA
"1551",50,3,0.585236350812637,1,1,1,1401,0
"1552",50,4,0.519044931360038,-1,0,1,860,1
"1553",50,5,0.497844340083717,1,0,-1,1145,0
"1554",50,6,0.53248423476221,1,1,1,647,1
"1555",50,7,0.54086403547927,1,1,1,400,2
"1556",50,8,0.552107406411064,1,0,-1,545,1
"1557",50,9,0.61620371949301,1,1,1,1165,2
"1558",50,10,0.565320771261118,-1,1,-1,582,1
"1559",50,11,0.664871436335982,1,0,-1,422,0
"1560",50,12,0.729432218311665,1,0,-1,353,-1
"1561",50,13,0.729330702226748,1,1,1,294,0
"1562",50,14,0.727394617306183,-1,1,-1,473,-1
"1563",50,15,0.799136133017352,1,0,-1,677,-2
"1564",50,16,0.853580076738782,-1,1,-1,298,-3
"1565",50,17,0.80508605631595,-1,1,-1,340,-4
"1566",50,18,0.793779104923163,1,0,-1,262,-5
"1567",50,19,0.715306472975529,1,0,-1,563,-6
"1568",50,20,0.687314942563683,1,1,1,283,-5
"1569",50,21,0.637804179894554,-1,1,-1,347,-6
"1570",50,22,0.794065610173031,1,0,-1,968,-7
"1571",50,23,0.570242610609744,1,1,1,250,-6
"1572",50,24,0.483084795261292,1,1,1,291,-5
"1573",50,25,0.510601636476889,-1,1,-1,258,-6
"1574",50,26,0.472137890455341,-1,0,1,248,-5
"1575",50,27,0.407934840770422,-1,0,1,64,-4
"1576",50,28,0.427532214480236,1,0,-1,275,-5
"1577",50,29,0.346908556184475,1,1,1,65,-4
"1578",50,30,0.284889284745681,-1,1,-1,260,-5
"1579",50,31,0.195902155857842,1,0,-1,212,-6
"1580",50,32,0.193489710153751,1,1,1,45,-5
"1581",50,33,0.17266856925508,1,1,1,297,-4
"1582",50,34,0.119354348273928,1,1,1,920,-3
"1583",50,35,0.111770504985793,-1,1,-1,364,-4
"1584",50,36,0.125177237332655,1,0,-1,189,-5
"1585",51,1,0.513501734200592,1,1,1,1414,1
"1586",51,2,0.398055721128999,-1,1,-1,535,0
"1587",51,3,0.374416066869487,-1,1,-1,324,-1
"1588",51,4,0.372973363124144,-1,1,-1,343,-2
"1589",51,5,0.309145013424046,-1,1,-1,334,-3
"1590",51,6,0.331783277767236,-1,1,-1,409,-4
"1591",51,7,0.197097422002153,-1,0,1,312,-3
"1592",51,8,0.152348319605886,-1,0,1,342,-2
"1593",51,9,0.194191945045914,1,1,1,766,-1
"1594",51,10,0.107747582802314,-1,1,-1,218,-2
"1595",51,11,0.14307462997643,-1,0,1,286,-1
"1596",51,12,0.127954574422748,-1,0,1,318,0
"1597",51,13,0.250710062050606,-1,0,1,332,1
"1598",51,14,0.255524402775992,-1,0,1,270,2
"1599",51,15,0.367079700192695,-1,1,-1,292,1
"1600",51,16,0.345321400674614,1,0,-1,324,0
"1601",51,17,0.386965693040328,-1,1,-1,342,-1
"1602",51,18,0.415586704296268,-1,0,1,59,0
"1603",51,19,0.51125342783257,-1,0,1,315,1
"1604",51,20,0.611022060592804,1,0,-1,312,0
"1605",51,21,0.655707153741225,-1,1,-1,288,-1
"1606",51,22,0.600128423169828,-1,0,1,364,0
"1607",51,23,0.657237163527482,1,0,-1,290,-1
"1608",51,24,0.747467748697356,1,1,1,126,0
"1609",51,25,0.704507098016298,-1,1,-1,724,-1
"1610",51,26,0.67457036012153,-1,0,1,639,0
"1611",51,27,0.774737134159416,-1,0,1,321,1
"1612",51,28,0.76380048408564,1,0,-1,109,0
"1613",51,29,0.809774046547883,-1,1,-1,174,-1
"1614",51,30,0.670862637199184,-1,0,1,476,0
"1615",51,31,0.70546924429187,-1,0,1,292,1
"1616",51,32,0.754374341746874,1,1,1,179,2
"1617",51,33,0.74863273690188,-1,1,-1,234,1
"1618",51,34,0.783261311560855,-1,0,1,337,2
"1619",51,35,0.852392795208307,1,0,-1,220,1
"1620",51,36,0.765016668805128,1,1,1,379,2
"1621",52,1,0.525026693753898,-1,1,-1,1141,-1
"1622",52,2,0.653663672628447,-1,0,1,463,0
"1623",52,3,0.662826245169203,1,0,-1,479,-1
"1624",52,4,0.608353459992928,-1,1,-1,448,-2
"1625",52,5,0.644899958294379,1,0,-1,721,-3
"1626",52,6,0.638752559553603,1,0,-1,351,-4
"1627",52,7,0.653323174144375,1,1,1,128,-3
"1628",52,8,0.682167845964502,-1,1,-1,832,-4
"1629",52,9,0.72054951032067,1,1,1,416,-3
"1630",52,10,0.767433420968268,-1,1,-1,400,-4
"1631",52,11,0.671657054912355,1,1,1,20,-3
"1632",52,12,0.749868788899711,1,0,-1,389,-4
"1633",52,13,0.756429200952077,1,0,-1,210,-5
"1634",52,14,0.704074374445273,-1,0,1,360,-4
"1635",52,15,0.475434736218187,1,0,-1,303,-5
"1636",52,16,0.518754175987798,1,0,-1,272,-6
"1637",52,17,0.391024592395553,-1,1,-1,138,-7
"1638",52,18,0.36914975625674,-1,1,-1,335,-8
"1639",52,19,0.369843644794267,-1,0,1,134,-7
"1640",52,20,0.398430450596175,-1,0,1,336,-6
"1641",52,21,0.327564345079409,1,0,-1,431,-7
"1642",52,22,0.31632059207697,-1,0,1,368,-6
"1643",52,23,0.356020165425708,-1,1,-1,106,-7
"1644",52,24,0.339167814849249,-1,1,-1,255,-8
"1645",52,25,0.357577440712375,-1,1,-1,73,-9
"1646",52,26,0.324797743436991,-1,0,1,90,-8
"1647",52,27,0.332369852824522,-1,0,1,256,-7
"1648",52,28,0.261273534651829,-1,0,1,864,-6
"1649",52,29,0.315168902044847,1,0,-1,27,-7
"1650",52,30,0.491352793075456,1,1,1,189,-6
"1651",52,31,0.538760465772098,-1,1,-1,144,-7
"1652",52,32,0.554236226939877,1,0,-1,80,-8
"1653",52,33,0.634767656027794,-1,0,1,40,-7
"1654",52,34,0.628987460019223,-1,0,1,32,-6
"1655",52,35,0.544238142264606,-1,1,-1,448,-7
"1656",52,36,0.585489303199671,1,1,1,48,-6
"1657",53,1,0.42002619584091,1,1,1,1134,1
"1658",53,2,0.486479124636165,-1,1,-1,1627,0
"1659",53,3,0.480156238511045,-1,0,1,481,1
"1660",53,4,0.336739444323465,1,0,-1,477,0
"1661",53,5,0.202129158994937,1,0,-1,1032,-1
"1662",53,6,0.254445284893784,-1,1,-1,731,-2
"1663",53,7,0.333405741513177,-1,1,-1,394,-3
"1664",53,8,0.271477416871676,-1,0,1,296,-2
"1665",53,9,0.207668177093048,-1,0,1,897,-1
"1666",53,10,0.291491131537039,-1,1,-1,470,-2
"1667",53,11,0.240392958052754,-1,1,-1,273,-3
"1668",53,12,0.356138269382247,1,0,-1,512,-4
"1669",53,13,0.309988051905749,1,1,1,349,-3
"1670",53,14,0.311881692710149,-1,1,-1,692,-4
"1671",53,15,0.415326689648193,-1,1,-1,641,-5
"1672",53,16,0.442587154882534,-1,0,1,37,-4
"1673",53,17,0.539179102238271,-1,0,1,262,-3
"1674",53,18,0.543358164359548,1,1,1,453,-2
"1675",53,19,0.493321955482612,1,1,1,391,-1
"1676",53,20,0.572928556235976,1,1,1,275,0
"1677",53,21,0.552888388722275,1,0,-1,643,-1
"1678",53,22,0.41449444695001,1,1,1,233,0
"1679",53,23,0.435276814708947,-1,1,-1,311,-1
"1680",53,24,0.41649088933925,-1,0,1,1191,0
"1681",53,25,0.547217407902756,1,0,-1,764,-1
"1682",53,26,0.576458140177039,-1,1,-1,255,-2
"1683",53,27,0.612115166723853,1,1,1,491,-1
"1684",53,28,0.692907577201853,1,1,1,304,0
"1685",53,29,0.680372439593016,-1,1,-1,249,-1
"1686",53,30,0.748960358070228,-1,1,-1,2413,-2
"1687",53,31,0.631666943996463,1,0,-1,305,-3
"1688",53,32,0.611718811327241,-1,1,-1,190,-4
"1689",53,33,0.632766305344871,1,1,1,481,-3
"1690",53,34,0.752415309194879,1,0,-1,53,-4
"1691",53,35,0.645152381987086,1,1,1,116,-3
"1692",53,36,0.52897058306522,1,1,1,787,-2
"1693",54,1,0.480332357436419,-1,1,-1,1375,-1
"1694",54,2,0.479581469499266,-1,0,1,575,0
"1695",54,3,0.515592954603778,-1,0,1,1179,1
"1696",54,4,0.426276636957564,-1,1,-1,3591,0
"1697",54,5,0.463534405499149,-1,0,1,708,1
"1698",54,6,0.416025018606516,1,0,-1,857,0
"1699",54,7,0.502326531490098,-1,1,-1,499,-1
"1700",54,8,0.431753975957458,1,1,1,568,0
"1701",54,9,0.398396813373563,-1,1,-1,817,-1
"1702",54,10,0.327706022096784,1,1,1,1146,0
"1703",54,11,0.275284081118558,-1,1,-1,984,-1
"1704",54,12,0.297488777683891,-1,0,1,606,0
"1705",54,13,0.305124555277114,-1,0,1,1504,1
"1706",54,14,0.212903817311681,-1,0,1,813,2
"1707",54,15,0.189498160563232,-1,0,1,1193,3
"1708",54,16,0.390176874929596,-1,1,-1,472,2
"1709",54,17,0.389643893656241,-1,1,-1,1045,1
"1710",54,18,0.474813815318047,1,1,1,551,2
"1711",54,19,0.530855277821416,1,1,1,1003,3
"1712",54,20,0.554319313550597,1,1,1,862,4
"1713",54,21,0.559865324982671,1,1,1,583,5
"1714",54,22,0.521420205396823,-1,1,-1,837,4
"1715",54,23,0.514808648853776,1,0,-1,702,3
"1716",54,24,0.535640534447151,-1,1,-1,422,2
"1717",54,25,0.593507908773528,-1,0,1,391,3
"1718",54,26,0.55953417169105,1,0,-1,1032,2
"1719",54,27,0.67161380479501,1,1,1,361,3
"1720",54,28,0.816350275093526,1,1,1,1333,4
"1721",54,29,0.819944186572208,1,1,1,178,5
"1722",54,30,0.871219770115649,1,1,1,1034,6
"1723",54,31,0.893154180932493,1,1,1,1432,7
"1724",54,32,0.719770544349813,-1,1,-1,1643,6
"1725",54,33,0.731110511164781,-1,0,1,1672,7
"1726",54,34,0.716078364238295,1,0,-1,1208,6
"1727",54,35,0.754403875430511,1,0,-1,126,5
"1728",54,36,0.825179846970336,1,1,1,688,6
"1729",56,1,0.439836488012224,1,0,-1,4267,-1
"1730",56,2,0.388235521664461,-1,0,1,3402,0
"1731",56,3,0.301938441703248,-1,0,1,3508,1
"1732",56,4,0.256857446224371,1,0,-1,1818,0
"1733",56,5,0.310144729375184,-1,1,-1,1951,-1
"1734",56,6,0.26762154104554,-1,0,1,505,0
"1735",56,7,0.241932465252622,NA,NA,NA,NA,NA
"1736",56,8,0.255464557172503,1,0,-1,1471,-1
"1737",56,9,0.363024096846017,-1,1,-1,1983,-2
"1738",56,10,0.399243233350258,-1,0,1,2594,-1
"1739",56,11,0.318915147231678,-1,0,1,1128,0
"1740",56,12,0.299567271801155,-1,0,1,1622,1
"1741",56,13,0.263724297005458,NA,NA,NA,NA,NA
"1742",56,14,0.304156165217861,1,0,-1,1083,0
"1743",56,15,0.278778834890622,1,1,1,1253,1
"1744",56,16,0.413287529077175,1,1,1,445,2
"1745",56,17,0.394565837887871,-1,0,1,679,3
"1746",56,18,0.407146907483859,-1,1,-1,479,2
"1747",56,19,0.522945155408969,1,0,-1,2121,1
"1748",56,20,0.557756038783625,1,1,1,1325,2
"1749",56,21,0.551424599060873,-1,1,-1,428,1
"1750",56,22,0.546866382448179,1,0,-1,510,0
"1751",56,23,0.516763499323488,-1,1,-1,402,-1
"1752",56,24,0.581006753711364,-1,0,1,2559,0
"1753",56,25,0.687794758849549,1,0,-1,762,-1
"1754",56,26,0.635782473296234,-1,1,-1,959,-2
"1755",56,27,0.663536978125842,-1,0,1,892,-1
"1756",56,28,0.573454155417513,-1,0,1,962,0
"1757",56,29,0.618069641450804,-1,0,1,601,1
"1758",56,30,0.661340905786867,-1,0,1,470,2
"1759",56,31,0.569137435157945,1,0,-1,504,1
"1760",56,32,0.543794647179651,-1,1,-1,605,0
"1761",56,33,0.615222390521471,1,0,-1,569,-1
"1762",56,34,0.632029325899748,1,0,-1,1348,-2
"1763",56,35,0.660105630688716,1,1,1,392,-1
"1764",56,36,0.713779694316301,1,1,1,673,0
"1765",57,1,0.477413911931217,-1,1,-1,2054,-1
"1766",57,2,0.44222869536901,-1,0,1,999,0
"1767",57,3,0.459018825451958,1,0,-1,769,-1
"1768",57,4,0.524750043724662,1,0,-1,944,-2
"1769",57,5,0.570132672032823,1,0,-1,1118,-3
"1770",57,6,0.571543079995075,1,1,1,879,-2
"1771",57,7,0.508916872372406,-1,1,-1,776,-3
"1772",57,8,0.426176573322231,1,0,-1,649,-4
"1773",57,9,0.39599511277961,1,1,1,494,-3
"1774",57,10,0.497443378193578,-1,1,-1,639,-4
"1775",57,11,0.466250345519954,-1,1,-1,592,-5
"1776",57,12,0.358287447721422,-1,1,-1,751,-6
"1777",57,13,0.376618861177339,-1,0,1,1098,-5
"1778",57,14,0.343804112511192,1,1,1,982,-4
"1779",57,15,0.357273346256482,-1,1,-1,952,-5
