,SubID,trial_num,pUP,stock_outcome,Advisor,AdvisorCorrect,choice,outcome,rt,tally
462,8,42,0.55259666,1,1,0,1,-1,1095,14
463,8,43,0.512492727,-1,2,0,0,1,1691,15
464,8,44,0.592878974,1,1,0,1,-1,1405,14
465,8,45,0.684166798,1,3,0,0,1,1755,15
466,8,46,0.751528748,1,2,1,0,-1,1970,14
467,8,47,0.666609871,1,3,0,1,-1,1485,13
468,8,48,0.571099154,NaN,2,NaN,NaN,NaN,NaN,13
469,8,49,0.639758323,-1,1,0,1,-1,2814,12
470,8,50,0.64383227,1,2,0,0,1,677,13
471,8,51,0.596593628,-1,3,0,0,1,1999,14
472,8,52,0.513677244,1,1,1,1,1,2295,15
473,8,53,0.445012167,-1,3,0,1,-1,1611,14
474,8,54,0.415797117,1,1,1,0,-1,2511,13
475,8,55,0.421824496,-1,2,0,0,1,1640,14
476,8,56,0.472451896,-1,1,1,1,1,1598,15
477,8,57,0.436463088,1,3,0,0,1,3006,16
478,8,58,0.389796717,-1,2,0,0,1,1377,17
479,8,59,0.398704293,1,3,1,1,1,4064,18
480,8,60,0.277430038,-1,2,0,0,1,3609,19
481,9,1,0.515666815,1,3,1,0,-1,3149,3
482,9,2,0.522798375,1,1,0,1,-1,1892,2
483,9,3,0.619540028,1,2,1,1,1,935,3
484,9,4,0.603511261,1,1,1,1,1,1010,4
485,9,5,0.545009651,-1,3,0,0,1,1103,5
486,9,6,0.440399356,-1,2,0,1,-1,783,4
487,9,7,0.430283391,-1,3,0,0,1,797,5
488,9,8,0.486967809,-1,2,1,1,1,771,6
489,9,9,0.405238466,1,1,0,1,-1,883,5
490,9,10,0.38026866,1,2,1,1,1,719,6
491,9,11,0.39106031,-1,3,0,0,1,712,7
492,9,12,0.557652652,1,1,1,1,1,814,8
493,9,13,0.622140167,1,3,0,0,1,1285,9
494,9,14,0.492462981,-1,1,1,1,1,702,10
495,9,15,0.493387484,-1,2,1,1,1,784,11
496,9,16,0.588712428,-1,1,0,1,-1,871,10
497,9,17,0.590826525,1,3,1,0,-1,673,9
498,9,18,0.560975631,1,2,1,1,1,529,10
